osm_id,highway,name,name:de,name:it,short_name
306205733,tertiary,Via Roberto da Sanseverino,,,
306208333,tertiary,Via Hubert Jedin,,,
306208334,tertiary,Via Hubert Jedin,,,
306208335,tertiary,Via Roberto da Sanseverino,,,
306341968,tertiary,Via Alcide Degasperi,,,Via Degasperi
306341969,tertiary,Via Alcide Degasperi,,,Via Degasperi
306341970,tertiary,Via dei Muredei,,,
306341971,tertiary,Via al Desert,,,
306341972,tertiary,Via al Desert,,,
306342329,unclassified,Via delle Ghiaie,,,
306342330,unclassified,Via delle Ghiaie,,,
306531719,unclassified,Via Ezio Maccani,,,
306531720,tertiary,Via Ezio Maccani,,,Via Maccani
306531722,tertiary,Via Ezio Maccani,,,Via Maccani
306718695,residential,Via Fratelli Perini,,,
306792402,unclassified,Via Giovanni a Prato,,,
306792403,unclassified,Via Milano,,,
307004688,tertiary,Via Alcide Degasperi,,,Via Degasperi
307004691,service,Via Alcide Degasperi,,,
307004693,tertiary,Via Alcide Degasperi,,,
307004696,tertiary,Via Alcide Degasperi,,,Via Degasperi
307004699,tertiary,Via Alcide Degasperi,,,Via Degasperi
307004701,tertiary,Via Alcide Degasperi,,,Via Degasperi
307004704,service,Via Alcide Degasperi,,,
307004706,service,Via Alcide Degasperi,,,
307004709,tertiary,Via Alcide Degasperi,,,Via Degasperi
307004712,tertiary,Via Alcide Degasperi,,,Via Degasperi
307004715,tertiary,Via San Pio X,,,
307004718,service,Via beato Giacomo Alberione,,,
307104563,unclassified,via Gemma de Gresti,,,
307263047,residential,Via Vittorio Veneto,,,
307279423,tertiary,Via Alcide Degasperi,,,Via Degasperi
307279424,unclassified,Via Anna Frank,,,
307279425,track,Via Anna Frank,,,
307279426,unclassified,Via Bruno de Finetti,,,
307279427,unclassified,Via Bruno de Finetti,,,
307366527,secondary,Via del Brennero,,,
307407914,tertiary,Via Soprasasso,,,
307407915,tertiary,Via Soprasasso,,,
307407916,tertiary,Via Soprasasso,,,
307407919,tertiary,Via Soprasasso,,,
307407922,tertiary,Via Soprasasso,,,
307407923,tertiary,Via Soprasasso,,,
307430845,tertiary,Via Soprasasso,,,
307430846,residential,Via 4 Novembre (1918),,,
307430848,tertiary,Via Soprasasso,,,
307617082,unclassified,Via Luigi Brugnara,,,
307646413,steps,Sentiero 100 scalini,,,
307993861,unclassified,Via Renato Lunelli,,,
307993862,unclassified,Via Romano Guardini,,,
308178197,secondary,Piazza Venezia,,,
308178198,secondary,Piazza Venezia,,,
308178199,tertiary,Piazza Venezia,,,
308178200,secondary,Piazza Venezia,,,
308178202,secondary,Via dei Ventuno,,,
308178203,tertiary,Via della Cervara,,,
308335486,secondary,Via Giuseppe Grazioli,,,
309521772,residential,Via Sant'Anna,,,
311789095,residential,Via alla Veduta,,,
311789097,residential,Via alla Veduta,,,
311789098,residential,Via Alla Veduta,,,
312037759,path,Strada Casara - Baita Laura,,,
312037760,track,Strada Casara - Baita Laura,,,
312760656,secondary,Via Bassano,,,
312760660,secondary,Via Bassano,,,
312760664,secondary,Via Bassano,,,
312760668,tertiary,Via Bellavista,,,
312760672,tertiary,Via delle Missioni Africane,,,
312760676,tertiary,Via delle Missioni Africane,,,
314033092,tertiary,Via Fersina - Avisio,,,
314033093,tertiary,Via Fersina - Avisio,,,
316346741,path,downhill Calisio,,,
318406725,unclassified,Via Ezio Franceschini,,,
318408391,unclassified,Via Valentina Zambra,,,
320176568,unclassified,Via Znojmo,,,
320176569,tertiary,Via Castel di Pietrapiana,,,
320176570,tertiary,Via Castel di Pietrapiana,,,
320176571,unclassified,Via della Villa,,,Via Villa
320176572,unclassified,Via della Villa,,,Via Villa
320176573,unclassified,Via Umberto Giordano,,,Via Giordano
322476202,residential,Via Pasubio,,,
325372742,path,E419B,,,
336901259,residential,Via Dos Trento,,,
336901263,residential,Via Dos Trento,,,
338178985,tertiary,Via Ezio Maccani,,,
342488504,unclassified,Via Valdacole,,,
342488505,track,Via Valdacole,,,
344667279,service,Androna di Zimon,,,
344742073,pedestrian,Via Mantova,,,
345757295,service,Via Padre Emilio Chiocchetti,,,
354581811,residential,Via Giovanni Pascoli,,,Via Pascoli
369142203,unclassified,Via delle Crosare,,,
371699755,track,senter del Leo,,,
372072464,trunk,Tangenziale Ovest,,,
372072465,trunk,Tangenziale Ovest,,,
372072466,trunk,Tangenziale Ovest,,,
372072467,trunk,Tangenziale Ovest,,,
372072468,trunk,Ponte San Nicolò,,,
372798159,unclassified,Piazza Leonardo Da Vinci,,,
374059768,tertiary,Via Ezio Maccani,,,Via Maccani
374059769,tertiary,Via Ezio Maccani,,,Via Maccani
374059770,tertiary,Via Ezio Maccani,,,Via Maccani
378132351,residential,Via del Senter,,,
378573152,service,Via al Maso Visintainer,,,
378575427,residential,Via Castelbarco,,,
378575428,unclassified,Via Paolo Borsellino,,,
378575451,residential,Località Cernidor,,,
378575454,residential,località Cernidor,,,
378575455,residential,località Cernidor,,,
378575456,residential,località Cernidor,,,
378575457,residential,località Negrano,,,
378575788,unclassified,Via del Rafaèi,,,
378575789,unclassified,Via del Rafaèi,,,
378575883,residential,Strada per Maranza,,,
378576133,residential,Via 26 settembre 1959,,,
378576134,service,Via Alla Veduta,,,
378576135,footway,Via Alla Veduta,,,
378576136,service,Via Grezoni,,,
378576649,unclassified,Via Corta,,,
378576934,pedestrian,Portico Sabino Uber,,,
378576935,residential,Via Gaspare Crivelli,,,
378576937,residential,Via Gaspare Crivelli,,,
378576938,residential,Via Gaspare Crivelli,,,
378576939,residential,Via Silvio Pegoretti,,,
378576940,residential,Via Silvio Pegoretti,,,
378576941,residential,Via Silvio Pegoretti,,,
378576943,pedestrian,Via Portici,,,
378577277,residential,Piazzetta del Mont,,,
378577278,residential,Piazzetta del Mont,,,
378577279,residential,Piazzetta del Mont,,,
378577280,residential,Strada di Montevaccino,,,
378577281,residential,Strada di Valcalda,,,
378577282,residential,Via Guido Polo,,,
378577283,unclassified,Via al Maso Paganin,,,
378577284,track,Via alla Lovara,,,
378577286,tertiary,Via del Mont de Sora,,,
378577287,unclassified,Via del Mont de Sora,,,
378577288,residential,Via del Mont de Sora,,,
378577384,tertiary,strada per Maranza,,,
378622999,service,Via ai Bolleri,,,
379420996,service,Via Don Tommaso Dallafior,,,Via Dallafior
382958545,residential,Via Sommarive,,,
384230013,secondary,Piazza Centa,,,
384230014,tertiary,Piazza Centa,,,
385436028,residential,Località Cernidor,,,
389870002,living_street,Strada di Mazzanigo,,,
389871763,living_street,Via ai Monti,,,
389871764,living_street,Strada di Mazzanigo,,,
389871973,living_street,Via ai Monti,,,
389872355,unclassified,Via di Sante Fontane,,,
389872983,service,Via al Dos Martin,,,
389874109,living_street,Via della Crosara,,,
389875394,living_street,Via all'Androna,,,
389875588,living_street,Vicolo del Dos de Mazanich,,,
389875653,unclassified,Strada di Penedallo,,,
392784464,residential,Via Gian Battista Lampi,,,
392784466,residential,Via Gian Battista Lampi,,,
393009350,path,Ponticello,,,
393170550,unclassified,Lungadige Giacomo Leopardi,,,
393170561,tertiary,Corso Michelangelo Buonarroti,,,
393170565,residential,Via Gian Battista Lampi,,,
393259470,unclassified,Via 25 Aprile 1945,,,
393352457,unclassified,Via Antonio da Trento,,,
393550909,track,Strada de Mez,,,
395046092,residential,Piazza del Concilio,,,
395046101,residential,Via dei Ferrovieri,,,
395046119,service,Piazza del Concilio,,,
395046125,service,Via cardinale Giovanni Gerolamo Morone,,,
395046130,tertiary,Via Giovanni Pedrotti,,,
395046131,tertiary,Via Giovanni Pedrotti,,,
396716338,unclassified,Via Martino Aichner,,,
396716339,unclassified,Via Martino Aichner,,,
397340241,service,Strada della Funivia,,,
397340242,service,Strada della Funivia,,,
397348988,residential,Via Domenico Zeni,,,
399280033,residential,Via Sabbioni,,,
401346513,unclassified,Via San Sebastian,,,
406497417,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
406632776,trunk,Tangenziale Sud,,,
406632778,trunk,Tangenziale Ovest,,,
406632779,trunk,Tangenziale Ovest,,,
406632780,tertiary,Via Hubert Jedin,,,
406632781,tertiary,Via Hubert Jedin,,,
406632782,tertiary,Via Roberto da Sanseverino,,,
406632783,tertiary,Via Roberto da Sanseverino,,,
406632784,tertiary,Via Roberto da Sanseverino,,,
406632785,tertiary,Via Roberto da Sanseverino,,,
406632786,tertiary,Via Roberto da Sanseverino,,,
406632787,tertiary,Via Roberto da Sanseverino,,,
406639287,trunk,Tangenziale Ovest,,,
406639290,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
406639291,trunk,Tangenziale Ovest,,,
406639292,trunk,Strade dell'Interporto,,,
406997794,residential,Via ai Casoti,,,
406997795,residential,Via ai Casoti,,,
406997796,residential,Via ai Casoti,,,
406997797,residential,Via ai Casoti,,,
407005408,unclassified,Via del Bomport,,,
407005409,unclassified,Via del Bomport,,,
407005413,unclassified,Via Marzola,,,
407721923,residential,Via alla Cros,,,
413717697,unclassified,Località I Laghetti,,,
413717699,unclassified,Località I Laghetti,,,
416145993,track,Sentiero Direttissima / sentiero Corno,,,
419226772,residential,Via Mesiano,,,
419226774,unclassified,Via dei Valoni,,,
419226775,residential,Via Mesiano,,,
419226778,tertiary,Via Mesiano,,,
419226779,unclassified,Via dei Valoni,,,
419226780,unclassified,Via dei Valoni,,,
419226781,unclassified,Via dei Valoni,,,
419226782,tertiary,Via Don Tommaso Dallafior,,,
421806749,unclassified,Via Madonnina,,,
421813732,tertiary,Via Don Tommaso Dallafior,,,
421813733,unclassified,Via alla Cascata,,,
421817091,unclassified,Via Vittorio Marchesoni,,,
426033980,residential,Via dei Ferrovieri,,,
426809386,unclassified,Via per Pila,,,
429563749,unclassified,Via Ezio Maccani,,,
429819767,unclassified,Via Innsbruck,,,
429819769,unclassified,Via San Sebastian,,,
429819770,unclassified,Via San Sebastian,,,
429819771,unclassified,Via San Sebastian,,,
431617802,pedestrian,Trento,,,
441640907,secondary,Via Bassano,,,
443566935,path,senter del Manny,,,
447095527,residential,Via Pasubio,,,
447309289,residential,Via Pasubio,,,
447778608,footway,Via Asilo Pedrotti,,,
449043528,trunk,Canova,,,
449043531,unclassified,Via 4 Novembre (1918),,,Via 4 Novembre
449043532,unclassified,Via 4 Novembre (1918),,,
450538008,trunk,Canova,,,
450538009,trunk_link,Strade dell'Interporto,,,
450545062,trunk,Tangenziale Ovest,,,
450545063,trunk,Tangenziale Ovest,,,
450546841,trunk,Tangenziale Ovest,,,
450546842,trunk,Tangenziale Ovest,,,
450546843,trunk,Tangenziale Ovest,,,
450547092,trunk,Tangenziale Ovest,,,
452934463,unclassified,Via Scipio Sighele,,,
452934468,pedestrian,Via Giuseppe Garibaldi,,,
452934469,pedestrian,Piazza del Duomo,,,
453046577,path,Accesso falesie,,,
453534193,tertiary,Via Ezio Maccani,,,Via Maccani
453534194,unclassified,Via Ezio Maccani,,,Via Maccani
453534197,tertiary,Via Ezio Maccani,,,Via Maccani
453534198,tertiary,Via del Commercio,,,
453534201,tertiary,Via Ezio Maccani,,,Via Maccani
457205183,residential,Via Palermo,,,
459627579,tertiary,Via Brescia,,,
461923146,tertiary,Via Mesiano,,,
461923147,tertiary,Via Mesiano,,,
469648132,unclassified,Via Livio Druso,,,
473506225,unclassified,Via di Moià,,,
474125275,secondary,Via del Brennero,,,
474125276,secondary,Via del Brennero,,,
474147463,secondary,Via del Brennero,,,
474147464,secondary,Via del Brennero,,,
474147467,secondary,Via del Brennero,,,
474147468,secondary,Via del Brennero,,,
474153110,unclassified,Piazza Leonardo Da Vinci,,,
474384668,trunk,Strada Statale 47 della Valsugana,,,
477029502,track,Sentiero del Giaron,,,
477029505,track,Strada de Mez,,,
477029507,tertiary,Strada di Montevaccino,,,
477029508,unclassified,Via dei Masetti,,,
477029509,unclassified,Via del Mont de Sora,,,
477029510,unclassified,Via del Mont de Sora,,,
479234472,footway,Galleria Bianca,,,
479234475,footway,Galleria Nera,,,
479463807,service,Via Don Tommaso Dallafior,,,
480224965,track,Strada Casara - Baita Laura,,,
480584918,tertiary,Via Ezio Maccani,,,Via Maccani
480584919,unclassified,Via del Commercio,,,
480584920,tertiary,Via del Commercio,,,
480584921,tertiary,Via del Commercio,,,
480584922,tertiary,Via Ezio Maccani,,,Via Maccani
480584933,tertiary,Via Ezio Maccani,,,Via Maccani
480584936,residential,Via dell'Asilo,,,
480584937,residential,Via dell'Asilo,,,
480584938,residential,Via Luigi Bonazza,,,
480584940,residential,Via Luigi Bonazza,,,
480584941,residential,Via dell'Asilo,,,
480584942,residential,Via dell'Asilo,,,
480584944,unclassified,Via Martino Aichner,,,
480584945,unclassified,Via Martino Aichner,,,
480584946,unclassified,Via Martino Aichner,,,
480986167,path,Senter del Bob,,,
481007147,unclassified,località Passo Cimirlo,,,
481007148,residential,Via Celva,,,
481007149,unclassified,Via dei Ronchi,,,
482023940,unclassified,Largo della Spiazzola,,,
482023941,unclassified,Largo della Spiazzola,,,
482023942,unclassified,Largo della Spiazzola,,,
483221881,tertiary,Via Ezio Maccani,,,Via Maccani
483221884,residential,Via delle Bettine,,,
483221890,tertiary,Via Ezio Maccani,,,Via Maccani
483221894,unclassified,Via delle Bettine,,,
483221895,unclassified,Via delle Bettine,,,
483221898,unclassified,Via delle Bettine,,,
483221901,cycleway,Pista Ciclabile Valle dell'Adige,Etschtalradweg,Pista Ciclabile Valle dell'Adige,
483221902,unclassified,Lungadige Louis Braille,,,
483221903,unclassified,Lungadige Louis Braille,,,
483221906,unclassified,Lungadige Louis Braille,,,
483221915,unclassified,Lungadige Louis Braille,,,
483221924,unclassified,Lungadige Louis Braille,,,
483221928,tertiary,Via Giovanni Pedrotti,,,
483221929,tertiary,Via Giovanni Pedrotti,,,Via Pedrotti
483221930,residential,Via Giacomo Bresadola,,,
483221932,tertiary,Via Giovanni Pedrotti,,,
483221933,tertiary,Via Giovanni Pedrotti,,,Via Pedrotti
483221938,unclassified,Via Giovanni Oberziner,,,
483221940,tertiary,Via Giovanni Pedrotti,,,
483221941,unclassified,Via Umberto Moggioli,,,
483221942,tertiary,Via Ezio Maccani,,,Via Maccani
483221949,residential,Corso degli Alpini,,,
483221952,service,Piazzale Camillo Rusconi,,,
483221954,service,Piazzale Camillo Rusconi,,,
483221956,unclassified,Via Antonio Abondi,,,
483221964,residential,Via Luigi Senesi,,,
483221966,tertiary,Via Ezio Maccani,,,Via Maccani
483221968,tertiary,Via Ezio Maccani,,,
483221970,tertiary,Via Ezio Maccani,,,
483221971,residential,Via Aldo Schmid,,,
483221973,tertiary,Via Ezio Maccani,,,Via Maccani
483221977,tertiary,Via Ezio Maccani,,,
483221978,tertiary,Via Ezio Maccani,,,Via Maccani
483221980,tertiary,Via Caduti di Nassirya,,,
483221982,tertiary,Via Caduti di Nassirya,,,
483221987,tertiary,Via Caduti di Nassirya,,,
483221988,tertiary,Via Ezio Maccani,,,Via Maccani
483221993,tertiary,Via Ezio Maccani,,,Via Maccani
483221994,tertiary,Via Ezio Maccani,,,
483221995,tertiary,Via Ezio Maccani,,,
484283990,pedestrian,Via Aldo Schmid,,,
484283991,residential,Via Aldo Schmid,,,
484941576,tertiary,Via del Commercio,,,
484941578,tertiary,Via del Commercio,,,
484941579,unclassified,Via del Commercio,,,
484941580,unclassified,Via del Commercio,,,
484941581,unclassified,Via del Commercio,,,
484941582,tertiary,Via del Commercio,,,
484941583,unclassified,Via del Commercio,,,
484941585,trunk_link,Strade dell'Interporto,,,
484941590,tertiary,Via del Commercio,,,
485071069,cycleway,Pista Ciclabile Valle dell'Adige,Etschtalradweg,Pista Ciclabile Valle dell'Adige,
485071074,cycleway,Pista Ciclabile Valle dell'Adige,Etschtalradweg,Pista Ciclabile Valle dell'Adige,
485071077,cycleway,Pista Ciclabile Valle dell'Adige,Etschtalradweg,Pista Ciclabile Valle dell'Adige,
485071079,cycleway,Pista Ciclabile Valle dell'Adige,Etschtalradweg,Pista Ciclabile Valle dell'Adige,
485852489,residential,Strada delle Tabarelle,,,
485852492,residential,Strada delle Tabarelle,,,
485852498,residential,Strada delle Tabarelle,,,
487835986,cycleway,Trento,,,
488908340,unclassified,Via Brenz,,,
489110490,residential,Strada per Maranza,,,
489267428,residential,Strada per Maranza,,,
489267429,residential,Strada per Maranza,,,
489270378,unclassified,località Passo Cimirlo,,,
489270379,track,Strada per Maranza,,,
489869625,track,Via per Castel Vedro,,,
490161908,tertiary,Via alle Nore,,,
490161909,tertiary,Via alle Nore,,,
490161912,tertiary,Via Murialdo,,,
490161913,tertiary,Via Murialdo,,,
490168424,unclassified,via ai Cortilosi,,,
490168425,unclassified,via alle Scomie,,,
494167209,unclassified,Via di Campotrentino,,,
494167210,unclassified,Via Maestri del Lavoro,,,
497866150,path,Sentiero S. Agata,,,
497883299,secondary,Via Bassano,,,
497883313,unclassified,Via al Vascon,,,
497883314,unclassified,Via al Vascon,,,
497883315,residential,Piazza di San Donà,,,
497883316,unclassified,Via al Vascon,,,
497883317,unclassified,Via al Vascon,,,
497883322,unclassified,Via al Vascon,,,
497883323,secondary,Via Bassano,,,
497883324,secondary,Via Bassano,,,
497883325,secondary,Via Bassano,,,
497883326,residential,Via 26 settembre 1959,,,
497883327,residential,Via 26 settembre 1959,,,
497883328,residential,Via 26 settembre 1959,,,
497883330,residential,Via 26 settembre 1959,,,
497883333,secondary,Via per Cognola,,,
497883343,secondary,Via per Cognola,,,
497883344,secondary,Via per Cognola,,,
497884793,tertiary,Via San Vito,,,
497884795,secondary,Via Bassano,,,
497884796,tertiary,Via Muralta,,,
497884797,tertiary,Via alle Coste,,,
497884798,secondary,Via Bassano,,,
497884799,secondary,Via Bassano,,,
497884800,trunk_link,Via Bassano,,,
518744907,service,Via Valnigra,,,
527859904,service,Via dei consolati,,,
527859905,service,Via dei consolati,,,
527859906,track,Via al maso Pezani,,,
528449212,track,Via di Pramorghen,,,
528449218,tertiary,Strada di Montevaccino,,,
528449220,tertiary,Strada di Montevaccino,,,
528449224,unclassified,Via del Mont de Soto,,,
528449227,unclassified,Via del Mont de Soto,,,
528453520,tertiary,Strada di Montevaccino,,,
528695739,tertiary,Via Pradiscola,,,
528695740,tertiary,Via Don Leone Serafini,,,
528695741,unclassified,Via al Riparo Gaban,,,
528714607,tertiary,Strada Provinciale 225,,,
528714608,tertiary,Strada Provinciale 225,,,
528715050,unclassified,Via Murialdo,,,
528715051,unclassified,Via Murialdo,,,
528715052,tertiary,Via alle Nore,,,
528735390,service,Via al Dos Martin,,,
528737988,unclassified,Via di Sante Fontane,,,
528737989,unclassified,Via di Sante Fontane,,,
529644925,residential,Via La Clarina,,,
529644926,residential,Via Alcide Degasperi,,,
529644927,residential,Via Alcide Degasperi,,,
529644928,residential,Via Anna Frank,,,
531747822,unclassified,Via per Belvedere,,,
531747823,unclassified,Via per Belvedere,,,
531996003,unclassified,Strada della Brigolina,,,
532524173,residential,Piazza di Piedicastello,,,
532524175,tertiary,Via Brescia,,,
532524176,tertiary,Via Brescia,,,
532524177,secondary,Strada del Monte Bondone,,,
532524178,secondary,Strada del Monte Bondone,,,
532524179,secondary,Strada del Monte Bondone,,,
532524182,secondary,Via Alto Sasso,,,
532776870,unclassified,Strada di Còrno - Vanéze,,,
538848638,pedestrian,Via cardinale Cristoforo Madruzzo,,,
543169334,residential,Via dei Masetti,,,
555000499,unclassified,Via dei Bergamini,,,
559814834,unclassified,Pinara,,,
561346524,trunk,Tangenziale Ovest,,,
561346527,trunk,Tangenziale Ovest,,,
569375060,residential,Via Luigi Senesi,,,
569375061,residential,Via Luigi Senesi,,,
569375063,residential,Via Luigi Senesi,,,
569375064,residential,Via Luigi Senesi,,,
569375065,residential,Via Luigi Senesi,,,
569375066,residential,Via Aldo Schmid,,,
569375068,residential,Via Aldo Schmid,,,
569375069,residential,Via Aldo Schmid,,,
569375070,residential,Via Aldo Schmid,,,
569375071,residential,Via Aldo Schmid,,,
569375073,unclassified,Via Gino Pancheri,,,
569375074,unclassified,Via Umberto Moggioli,,,
569375075,unclassified,Via Umberto Moggioli,,,
569375076,unclassified,Via Umberto Moggioli,,,
571994467,tertiary,Via Ezio Maccani,,,Via Maccani
571994469,unclassified,Via Maestri del Lavoro,,,
571994472,unclassified,Via di Campotrentino,,,
571994473,unclassified,Via di Campotrentino,,,
571994474,unclassified,Via di Campotrentino,,,
571994475,unclassified,Via di Campotrentino,,,
571994476,unclassified,Via di Campotrentino,,,
571994477,unclassified,Via di Campotrentino,,,
571994480,secondary,Via Felice e Gregorio Fontana,,,
571994481,secondary,Via Felice e Gregorio Fontana,,,
571994482,secondary,Via Felice e Gregorio Fontana,,,
571994483,secondary,Via Felice e Gregorio Fontana,,,
571994484,secondary,Via Felice e Gregorio Fontana,,,
571994488,residential,Via Dos Trento,,,
572680587,track,Via di Maderno,,,
572858887,cycleway,Pista Ciclabile Valle dell'Adige,Etschtalradweg,Pista Ciclabile Valle dell'Adige,
572863933,residential,Via Cristoforo Benedetti,,,
572863937,residential,Via Cristoforo Benedetti,,,
574483643,pedestrian,Via Santa Maria Maddalena,,,
574483648,footway,Via del Forte,,,
574483649,unclassified,Via ai Camilastri,,,
574483652,unclassified,Piazza Giuseppe Menghin,,,
574483657,unclassified,Piazza Giuseppe Menghin,,,
574537078,pedestrian,Vicolo San Pietro,,,
574537079,pedestrian,Via degli Orbi,,,
574537080,pedestrian,Via Paolo Oss Mazzurana,,,Via Oss Mazzurana
574537081,pedestrian,Via degli Orbi,,,
574537082,residential,Largo Giosuè Carducci,,,
574537083,residential,Via Santa Maria Maddalena,,,
574537084,pedestrian,Piazza del Duomo,,,
574541250,residential,Via Calepina,,,
574541253,secondary,Via Benedetto Giovanelli,,,Via Giovannelli
574541254,unclassified,Via alla Cascata,,,
574541255,unclassified,Via Spré,,,
574541256,tertiary,Via della Resistenza,,,
574541257,residential,Via Celva,,,
574541258,residential,Via Zara,,,
574541260,unclassified,Via alle Volpare,,,
574541262,residential,Via Celva,,,
574541264,unclassified,Via Giuseppe Grazioli ,,,
574541265,residential,Salita Filippo Manci,,,
574541267,residential,Via Celva,,,
574541268,residential,Salita Santa Lucia,,,
574541269,pedestrian,Via San Vigilio,,,
574541270,tertiary,Via Borino,,,
574541271,residential,Via dei Molini,,,
574541272,unclassified,Via Giuseppe Grazioli,,,
574541273,tertiary,Via della Resistenza,,,
574541275,tertiary,Via della Resistenza,,,
576305616,unclassified,località Passo Cimirlo,,,
576305619,unclassified,località Passo Cimirlo,,,
576305623,unclassified,località Passo Cimirlo,,,
