osm_id,highway,name,name:de,name:it,short_name
2132486,primary,Via Berlino,,,
16747332,secondary,Via del Ponte,,,
16749234,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
16749237,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
16749240,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
16749242,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
16759063,trunk,Strada Gardesana di Trento,,,
16759066,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
16759070,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
16759073,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
16759074,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
18754532,tertiary,Via Ezio Maccani,,,Via Maccani
18754992,trunk,Tangenziale Ovest,,,
22913882,tertiary,Strada Provinciale 71 Fersina - Avisio,,,
22913942,tertiary,Strada della Valsugana,,,
22985081,residential,Salita Filippo Manci,,,
22985969,residential,Piazza di San Donà,,,
22986084,residential,Via Giuseppe Verdi,,,
22986312,residential,Via Galileo Galilei,,,
22986560,pedestrian,Via Paolo Ossimo Mazzurana,,,
22990181,trunk,Strada Statale 47 della Valsugana,,,
22990182,trunk,Strada Statale 47 della Valsugana,,,
22990553,tertiary,Via Fersina - Avisio,,,
23004629,tertiary,Via Mesiano,,,
23004666,secondary,Via Venezia,,,
23007976,tertiary,Via Mesiano,,,
23056771,secondary,Via del Brennero,,,
23058066,tertiary,Via Caduti di Nassirya,,,
23058119,secondary,Via del Brennero,,,
23058125,unclassified,Via Giuseppe Gilli,,,Via Gilli
23058701,residential,Salita Filippo Manci,,,
23058856,residential,Via per l'Osservatorio,,,
23058863,service,Via dei Giardini,,,
23058904,tertiary,Via Torre Vanga,,,
23066740,tertiary,Piazza Dante,,,
23066741,tertiary,Via San Lorenzo,,,
23066966,residential,Via Rodolfo Belenzani,,,Via Belenzani
23209259,residential,Via degli Alberti Poja,,,
23209320,residential,via del Villaggio Satellite,,,
23209337,residential,Via del Villaggio Satellite,,,
23209409,residential,Piazza di San Donà,,,
23209410,residential,Piazza di San Donà,,,
23209479,residential,Via 26 settembre 1959,,,
23209579,residential,Piazza di San Donà,,,
23234595,secondary,Viale Verona,,,
23234597,tertiary,Via Alcide Degasperi,,,Via Degasperi
23298271,unclassified,Via al Vascon,,,
23298272,residential,Via del Villaggio Satellite,,,
23298285,unclassified,Via al Vascon,,,
23302058,secondary,Via Bassano,,,
23302059,secondary,Via Bassano,,,
23356218,unclassified,Via delle Laste,,,
23356717,service,Via per Fontanasanta,,,
23357117,residential,Via alla Pelegrina,,,
23357137,service,Via per Fontanasanta,,,
23541248,trunk,Strada Statale 47 della Valsugana,,,
23541435,trunk_link,Via Bassano,,,
23671966,tertiary,Via alla Pelegrina,,,
23680645,tertiary,Cavalcavia di Martignano,,,
23680758,tertiary,Via Missioni Africane,,,
23680878,tertiary,Via della Cervara,,,
23691829,service,Piazza Dante Alighieri,,,
23733914,secondary,Via Venezia,,,
23751867,residential,Via Calepina,,,
23751933,residential,Via Mantova,,,
23752172,pedestrian,Via Oriola,,,
23762032,residential,Via Calepina,,,
23762228,residential,Via Carlo Dordi,,,
23762376,pedestrian,Piazza Mario Pasi,,,
23762459,residential,Piazza del Duomo,Domplatz,,
23762499,pedestrian,Vicolo dei Dall'Armi,,,
23762614,pedestrian,Galleria Adria,,,
23762693,pedestrian,Piazzetta del Sass,,,
23762742,residential,Largo Giosuè Carducci,,,
23762833,residential,Via Galileo Galilei,,,
23763043,pedestrian,Piazza di Fiera,,,
23763110,secondary,Largo Luigi Pigarelli,,,
23763170,residential,Via Brigata Acqui,,,
23763178,residential,Via Carlo Antonio Pilati,,,
23763189,unclassified,Via dei Paradisi,,,Via Paradisi
23763209,service,Via Giuseppe Grazioli,,,
23763300,pedestrian,Stretta del Duomo,,,
23763416,pedestrian,Via Giuseppe Verdi,,,
23763851,residential,Piazza delle Erbe,,,
23763869,pedestrian,Via Malpaga,,,
23763878,pedestrian,Via Schivabriga,,,
23763892,pedestrian,Passaggio Vittorio Zippel,,,
23763916,residential,Via delle Orfane,,,
23763924,pedestrian,Vicolo Colico,,,
23763968,residential,Piazza Santa Maria Maggiore,,,
23763977,residential,Via Camillo Benso Cavour,,,
23763993,residential,Via Santissima Trinitá,,,
23764020,pedestrian,Vicolo del Capitolo,,,
23794856,tertiary,Via Prepositura,,,
23794918,pedestrian,Via Armando Diaz,,,
23795382,secondary,Via cardinale Bernardo Clesio,,,Via Bernardo Clesio
23795535,secondary,Via Venezia,,,
23795538,tertiary,Via San Lorenzo,,,
23795565,tertiary,Via San Lorenzo,,,
23795568,tertiary,Via Roberto da Sanseverino,,,
23795571,trunk_link,Via Hubert Jedin,,,
23795572,trunk,Tangenziale Ovest,,,
23795601,tertiary,Ponte di San Lorenzo,,,
23795654,residential,Via Dietro le Mura A,,,
23795655,residential,Via degli Orti,,,
23795664,residential,Via senatore Carlo Esterle,,,Via Esterle
23795665,pedestrian,Via senatore Carlo Esterle,,,
23795681,residential,Via senatore Carlo Esterle,,,Via Esterle
23800071,tertiary,Via Dogana,,,
23807827,tertiary,"Via Clorinda Menguzzato ""Veglia""",,,
23807936,secondary,Via Alcide Degasperi,,,
23808052,unclassified,Via Enrico Fermi,,,Via Fermi
23808336,unclassified,Via Alessandro Volta,,,
23809257,unclassified,Via Sommarive,,,
23809281,unclassified,Piazza Giannatonio Manci,,,
23809348,tertiary,Via Don Tommaso Dallafior,,,Via Dallafior
23809374,tertiary,Via per Tavernaro,,,
23809386,unclassified,Piazza dei Predaroi,,,
23809441,tertiary,Via delle Marnighe,,,
23809484,tertiary,Via alla Formigheta,,,
23809489,residential,Via delle Costiole,,,
23814986,residential,Via Giuseppe Verdi,,,
23814996,unclassified,Via Tommaso Gar,,,
23815011,unclassified,Via Tommaso Gar,,,
23854163,unclassified,Via alla Scala,,,
23854200,secondary,Via Livio Druso,,,
23854201,secondary,Ponte San Giorgio,,,
23854473,secondary,Via Felice e Gregorio Fontana,,,
23854590,secondary,Via di Centa,,,
23854591,secondary,Via Francesco Ambrosi,,,
23854594,secondary,Via Francesco Ambrosi,,,
23854595,secondary,Via del Brennero,,,
23854781,tertiary,Lungadige Marco Apuleio,,,
23857969,secondary,Via Alessandro Manzoni,,,
23857970,unclassified,Via Bartolameo da Trento,,,
23858004,secondary,Via del Brennero,,,
23882754,trunk,Strada Gardesana di Trento,,,
23882756,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
23882760,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
23882761,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
23882762,motorway,Autostrada del Brennero,Brennerautobahn,Autostrada del Brennero,
23882763,tertiary,Via Brescia,,,
23882764,tertiary,Via Brescia,,,
23884321,trunk,Tangenziale Ovest,,,
23884323,trunk,Tangenziale Ovest,,,
23884324,trunk,Tangenziale Ovest,,,
23884325,trunk,Tangenziale Ovest,,,
23884551,cycleway,Pista Ciclabile Valle dell'Adige,Etschtalradweg,Pista Ciclabile Valle dell'Adige,
23884552,unclassified,Pista Ciclabile Valle dell'Adige,,,
23888166,tertiary,Via Alcide De Gasperi,,,Via Degasperi
23888167,unclassified,Via Enrico Fermi,,,Via Fermi
23888168,unclassified,Via Fersina,,,
23888170,unclassified,Via Fersina,,,
23888171,service,Via Fersina,,,
23889513,residential,Via Alcide Degasperi,,,
23913960,unclassified,Via la Clarina,,,
23913962,secondary,Viale Verona,,,
23913963,secondary,Viale Verona,,,
23913965,tertiary,Via Alcide Degasperi,,,Via Degasperi
23913966,tertiary,Via Alcide Degasperi,,,Via Degasperi
23913967,tertiary,Via Alcide Degasperi,,,Via Degasperi
23914028,tertiary,Via Alcide Degasperi,,,Via Degasperi
23914029,unclassified,Via Gandhi,,,
23951045,unclassified,Via Antonio Gramsci,,,
23951046,unclassified,Via Antonio Gramsci,,,
23951047,unclassified,Via Luigi Einaudi,,,
23951099,residential,Via Marsala,,,
23951161,secondary,Via Piave,,,
23951162,residential,Via Dietro Le Mura B,,,
23951199,residential,Largo Giosuè Carducci,,,
23951201,residential,Via Mantova,,,
23951237,unclassified,Largo Nazario Sauro,,,
23951662,secondary,Via Felice e Gregorio Fontana,,,
23951665,secondary,Via Livio Druso,,,
23951767,tertiary,Corso Michelangelo Buonarroti,,,
23951768,unclassified,Lungadige Giacomo Leopardi,,,
23951769,tertiary,Via Giovanni Pedrotti,,,
23951806,residential,Via Cristoforo Busetti,,,
23951872,tertiary,Via Ezio Maccani,,,Via Maccani
23951873,tertiary,Via Ezio Maccani,,,Via Maccani
23951874,tertiary,Via Ezio Maccani,,,Via Maccani
23951875,unclassified,Via Antonio Abondi,,,
23951876,residential,Corso degli Alpini,,,
23951893,residential,Piazza General Antonio Cantore,,,
23952131,secondary,Piazza Centa,,,
23952132,tertiary,Via Giovanni Segantini,,,Via Segantini
23952134,secondary,Largo Nazario Sauro,,,
23952139,tertiary,Via del Forte,,,
23952140,tertiary,Via dell'Albera,,,
23952142,unclassified,Piazza Giuseppe Menghin,,,
23957570,residential,Via del Travai,,,
23976436,tertiary,Via Don Leone Serafini,,,
23982648,secondary,Via Bassano,,,
23982877,service,Via dei consolati,,,
23982879,tertiary,Via Pradiscola,,,
23994565,secondary,Ponte San Giorgio,,,
24026277,trunk,Tangenziale Ovest,,,
24054398,tertiary,Via Monte Baldo,,,
24054401,tertiary,Via Hubert Jedin,,,
24054404,trunk,Tangenziale Ovest,,,
24054406,tertiary,Via Hubert Jedin,,,
24054407,tertiary,Via Roberto da Sanseverino,,,
24054411,unclassified,Via delle Ghiaie,,,
24054414,secondary,Corso III Novembre,,,
24054420,residential,Via Dos Trento,,,
24055250,unclassified,Via delle Laste,,,
24055251,unclassified,Via delle Laste,,,
24055252,residential,Via per l'Osservatorio,,,
24055253,residential,Via per l'Osservatorio,,,
24055254,residential,Via per l'Osservatorio,,,
24055255,unclassified,Via dei Giardini,,,
24087530,tertiary,Via al Desert,,,
24094886,tertiary,Ponte Santa Barbara,,,
24094888,tertiary,Via Alcide Degasperi,,,Via Degasperi
24094889,residential,Via generale Giacomo Medici,,,
24094895,residential,Corso III Novembre,,,
24094897,residential,Corso III Novembre,,,
24094898,unclassified,Via Brigata Acqui,,,
24094901,pedestrian,Via San Vigilio,,,
24094905,secondary,Via Benedetto Giovanelli,,,
24094907,residential,Via Zara,,,
24095640,residential,Via San Pietro,,,
24161642,tertiary,Via Antonio Rosmini,,,Via Rosmini
24161644,tertiary,Via Alcide Degasperi,,,Via Degasperi
24161653,residential,Via Don Giovanni Battista Zanella,,,via Zanella
24161659,tertiary,Via Valnigra,,,
24161661,tertiary,Via Vittorio de Riccabona,,,
24161868,unclassified,Viale Trieste,,,
24161870,secondary,Piazza Vicenza,,,
24161871,secondary,Via Fiume,,,
24202637,unclassified,Via Giovanni Battista Borsieri,,,
24202638,unclassified,Via Santa Margherita,,,
24226866,unclassified,Via Antonio da Trento,,,
24226869,tertiary,Via Antonio Rosmini,,,
24226871,tertiary,Largo Eugenio Prati,,,
24226872,tertiary,Via San Pio X,,,
24226975,tertiary,Via della Resistenza,,,
24374069,unclassified,Via di Pietrastretta,,,
24374070,unclassified,Via di Pietrastretta,,,
24374072,unclassified,Via degli Olivi,,,
24374074,tertiary,Via Muralta,,,
24389740,secondary,Via Asiago,,,
24389742,tertiary,Via Gocciadoro,,,
24389744,secondary,Piazza Vicenza,,,
24389746,secondary,Ponte Vicenza,,,
24389747,secondary,Piazza Vicenza,,,
24389748,unclassified,Via Padre Eusebio Chini,,,Via Chini
24392333,residential,Largo Medaglie d'Oro,,,
24392334,unclassified,Viale delle Robinie,,,
24392580,residential,Via Don Tommaso Dallafior,,,
24392581,unclassified,Via alla Cascata,,,
24392582,unclassified,Via alla Cascata,,,
24400261,residential,Via Giuseppe Gerola,,,
24435189,unclassified,Via della Malpensada,,,
24435190,unclassified,Via della Malpensada,,,
24435202,unclassified,Via della Malpensada,,,
24435352,residential,Via Caio Valerio Mariano,,,
24435353,unclassified,Via Lavisotto,,,
24435556,unclassified,Via Salè,,,
24436368,unclassified,Via la Clarina,,,
24436838,tertiary,Via Gocciadoro,,,
24436840,residential,Via Antonio Fogazzaro,,,
24436844,unclassified,Via Annibale Apollonio,,,
24436845,unclassified,Via Aurelio Nicolodi,,,Via Nicolodi
24436846,unclassified,Via Luisa Anzoletti,,,
24436848,unclassified,Via Coni Zugna,,,
24436849,residential,Via Ravenna,,,
24436952,unclassified,Via Riccardo Zandonai,,,
24442249,unclassified,Viale dei Tigli,,,
24442251,secondary,Via Asiago,,,
24442252,tertiary,Via Enrico Conci,,,
24442337,residential,Via Giuseppe Ferrandi,,,
24442338,residential,Via Tullio Odorizzi,,,
24443774,unclassified,Via San Bartolameo,,,
24443775,secondary,Via Asiago,,,
24443780,unclassified,Viale Nepomuceno Bolognini,,,
24443781,unclassified,Viale Nepomuceno Bolognini,,,
24443784,residential,Via Altipiani,,,
24443785,residential,Via Tofane,,,
24443786,unclassified,Via Bezzecca,,,
24443787,unclassified,Via Giovanni a Prato,,,
24443788,unclassified,Via Bartolomeo Malfatti,,,Via Malfatti
24443789,residential,Via Fratelli Perini,,,
24443790,unclassified,Via Giovanni a Prato,,,
24443791,unclassified,Via Malta,,,
24443792,unclassified,Via dei Mille,,,
24443793,unclassified,Via dei Mille,,,
24443794,unclassified,Via Cesare Abba,,,
24443798,unclassified,Via Adamello,,,
24443799,residential,Via Maranza,,,
24443801,residential,Via Gorizia,,,
24443804,unclassified,Via Bolghera,,,
24443806,residential,Via Bolghera,,,
24443807,unclassified,Via Adamello,,,
24443808,unclassified,Via Adamello,,,
24443809,unclassified,Via Milano,,,
24443810,unclassified,Via San Bernardino,,,
24443811,residential,Via dei Molini,,,
24443813,residential,Via padre Benedetto Bonelli,,,
24443814,residential,Via Galileo Galilei,,,
24443815,unclassified,Via di Briamasco,,,
24443816,unclassified,Via Torquato Taramelli,,,
24443817,unclassified,Via Giovanni Pascoli,,,Via Pascoli
24443820,tertiary,Via Ergisto Bezzi,,,
24443821,unclassified,Via Fabio Filzi,,,
24443822,unclassified,Via Damiano Chiesa,,,
24443823,unclassified,Via Fratelli Bronzetti,,,
24443824,tertiary,Via Vittorio Veneto,,,
24443825,tertiary,Via Vittorio Veneto,,,
24443826,unclassified,Via Pietro Andrea Mattioli,,,
24443827,unclassified,Via Ottaviano Rovereti,,,
24443828,tertiary,Via Giuseppe Giusti,,,
24443829,unclassified,Via Giovanni e Tina Lorenzoni,,,
24443830,residential,Via Cauriol,,,
24443831,unclassified,Via Giacomo Matteotti,,,
24443832,path,Via Cauriol,,,
24443833,residential,Via Cauriol,,,
24449617,unclassified,Via generale Guglielmo Pecori Giraldi,,,Via Pecori Giraldi
24449618,unclassified,Via Milano,,,
24449619,unclassified,Via Gorizia,,,
24449620,unclassified,Via Regina Pacis,,,
24449621,unclassified,Viale Nepomuceno Bolognini,,,
24451124,tertiary,Via ai Bolleri,,,
24451373,unclassified,Via Sabbionare,,,
24451480,unclassified,Lungadige Louis Braille,,,
24451484,unclassified,Via Innsbruck,,,
24451516,residential,Via Aeroporto,,,
24454035,unclassified,Via Gino Buccella,,,
24454036,unclassified,Via Monte Corno,,,
24454097,secondary,Via Vicenza,,,
24454141,unclassified,Via Ortigara,,,
24479365,unclassified,Via alla Cros,,,
24479369,unclassified,Località Negrano,,,
24479370,unclassified,Via Marzola,,,
24479371,unclassified,Salita dei Molini,,,
24479373,unclassified,Via Madonnina,,,
24479374,unclassified,Via alla Cascata,,,
24479375,unclassified,Via Ponte Alto,,,
24479376,unclassified,Via alla Cascata,,,
24479380,tertiary,Via Don Alfonso Anselmi,,,
24479477,secondary,Via Francesco Petrarca,,,
24479478,residential,Piazza Centa,,,
24479479,unclassified,Via Clementino Vannetti,,,Via Vannetti
24479576,secondary,Piazza Venezia,,,
24479769,unclassified,Via Giovanni Antonio Scopoli,,,
24479770,residential,Via cardinale Giovanni Gerolamo Morone,,,Via cardinal Morone
24479771,unclassified,Via Umberto Moggioli,,,
24479772,unclassified,Via Umberto Moggioli,,,
24479774,tertiary,Via Caduti di Nassirya,,,
24479775,tertiary,Via Ezio Maccani,,,Via Maccani
24479778,tertiary,Località Roncafort,,,
24479779,tertiary,Via Ezio Maccani,,,
24479780,tertiary,Località Roncafort,,,
24479805,unclassified,Viale Trieste ,,,
24558722,secondary,Via Venezia,,,
24581558,unclassified,Via della Malpensada,,,
24581835,residential,Via San Martino,,,
24581836,secondary,Via del Brennero,,,
24615057,tertiary,Via Alcide Degasperi,,,Via Degasperi
24615059,residential,Via Anna Frank,,,
24615867,residential,Via Antonio Gramsci,,,
24615868,residential,Viale Verona,,,
24615870,secondary,Via di Madonna Bianca,,,
24615872,residential,"Via Clorinda Menguzzato ""Veglia""",,,
24615874,service,Piazzale Europa,,,
24615876,residential,Lungadige Giacomo Leopardi,,,
24615877,residential,Via dei Ferrovieri,,,
24615878,unclassified,Via Gino Pancheri,,,
24615879,unclassified,Via Tullio Garbari,,,
24615880,residential,Via Giambattista Unterveger,,,
24615884,tertiary,Via Soprasasso,,,
24615885,tertiary,Via Soprasasso,,,
24695252,residential,Via Mantova,,,
24695422,residential,Via Roccabruna,,,
24695444,residential,Vicolo del Liceo,,,
24695596,pedestrian,Vicolo della Storta,,,
24695599,pedestrian,Vicolo dei Gaudenti,,,
24695743,service,Seconda Androna di Borgo Nuovo,,,
24696065,residential,Vicolo Santa Maria Maddalena,,,
24696066,residential,Via Francesco Ferruccio,,,
24711281,unclassified,Via delle Laste,,,
24711284,unclassified,Via Augusto Avancini,,,
24711285,unclassified,Via della Collina,,,
24711286,footway,Via della Saluga,,,
24711288,unclassified,Via dei Giardini,,,
24711289,unclassified,Via della Saluga,,,
24711290,unclassified,Salita della Spalliera,,,
24711291,steps,Salita della Spalliera,,,
24711292,residential,Via Padre Alberto Gianordoli,,,
24711293,residential,Via Padre Alberto Gianordoli,,,
24711294,residential,Via degli Olivi,,,
24711313,unclassified,Via della Collina,,,
24728622,unclassified,Via Luigi de Campi,,,
24728623,unclassified,Via dei Cappuccini,,,
24728624,residential,Via dei Cappuccini,,,
24728625,steps,Via dei Cappuccini,,,
24728626,residential,Via dei Cappuccini,,,
24728627,residential,Via dei Giardini,,,
24728628,tertiary,Via della Spalliera,,,
24728629,unclassified,Via di Pietrastretta,,,
24728630,residential,Via dei Solteri,,,
24728632,residential,Località Piazina,,,
24728634,unclassified,Via Guglielmo Marconi,,,
24728637,residential,Salita Giovanni dalla Fior,,,
24728638,footway,Mesotrekking,,,
24728642,residential,Salita dei Giardini,,,
24728643,steps,Salita dei Giardini,,,
24732720,unclassified,Via Giacomo Matteotti,,,
24732721,unclassified,Via Don Narciso Sordo,,,
24744091,unclassified,Via di Zél,,,
24744093,unclassified,Via dei Valoni,,,
24744096,footway,Salita Giangrisostomo Tovazzi,,,
24744100,unclassified,Via Mario Cavalieri,,,
24744102,unclassified,Piazza dei Predaroi,,,
24744104,track,Strada de Mez,,,
24745016,residential,Via Ca' dei Gai,,,
24755377,unclassified,Via Giuseppe Grazioli,,,
24755378,secondary,Largo Porta Nuova,,,
24755681,secondary,Via San Francesco d'Assisi,,,
24755840,service,Piazza di Fiera,,,
24756987,trunk,Strada Statale 47 della Valsugana,,,
24771360,tertiary,Via Torre Vanga,,,
24771362,residential,Via Vittorio Alfieri,,,
24771364,pedestrian,Piazza Cesare Battisti,,,
24771365,pedestrian,Galleria dei Partigiani,,,
24771369,unclassified,Via Torre D'Augusto,,,
24772501,unclassified,Via della Pontara,,,
24772502,unclassified,Largo Nazario Sauro,,,
24772504,residential,Via alla Predara,,,
24772505,steps,Via alla Predara,,,
24772507,service,Via alla Predara,,,
24772511,service,Prima Androna di Borgo Nuovo,,,
24772766,cycleway,Pista Ciclabile Valle dell'Adige,Etschtalradweg,Pista Ciclabile Valle dell'Adige,
24789546,pedestrian,Galleria dei Partigiani,,,
24789547,pedestrian,Vicolo Lodovico Niccolini,,,Vicolo Niccolini
24789912,secondary,Piazza Raffaello Sanzio,,,
24790569,trunk,Strada Statale 47 della Valsugana,,,
24790718,unclassified,Via Milana,,,
24790719,unclassified,Via alla Madonnina,,,
24802988,tertiary,Via Torre Verde,,,
24802989,unclassified,Via Vigilio Inama,,,
24802991,steps,Via Giuseppe Canestrini,,,
24805440,residential,Via San Martino,,,
24805442,unclassified,Via Torre D'Augusto,,,
24805443,unclassified,Vicolo San Martino,,,
24862092,residential,Via Mesiano,,,
24862548,pedestrian,Ponte Lodovico,,,
24862708,unclassified,Via Mesiano,,,
24875858,service,Via alla Predara,,,
24909193,unclassified,Via Clementino Vannetti,,,
24913720,residential,Via Nicoló d'Arco,,,
24913911,residential,Via Gorizia,,,
24914043,unclassified,VIA Gocciadoro,,,
24914248,tertiary,Via Vittorio de Riccabona,,,
24914600,service,Via Padre Eusebio Iori,,,
24914632,unclassified,Via Fersina,,,
24914807,unclassified,Via Bruno de Finetti,,,
24914984,unclassified,Via San Bartolameo,,,
24914986,unclassified,Via San Bartolameo,,,
24915359,unclassified,Via Innsbruck,,,
24915419,secondary,Via del Brennero,,,
24915463,unclassified,Via di Pietrastretta,,,
24915506,residential,Via Livio Marchetti,,,
24915719,residential,Via Marsala,,,
24915721,residential,Via Marsala,,,
24915966,residential,Via Padre Eusebio Chini,,,Via Chini
24915969,residential,Via Padre Eusebio Chini,,,Via Chini
24915976,residential,Via Padre Eusebio Chini,,,Via Chini
24916219,service,Via Alessandro Volta,,,
24916400,residential,Via San Bernardino,,,
24916515,unclassified,Via dei Mille,,,
24916544,unclassified,Via dei Mille,,,
24916712,residential,Via Luisa Anzoletti,,,
24916727,residential,Via Luisa Anzoletti,,,
24916748,residential,Via Annibale Apollonio,,,
24916807,residential,Via Palermo,,,
24916812,residential,Via Palermo,,,
24916901,residential,Via Aosta,,,
24916923,residential,Via Aosta,,,
24916939,residential,Via Aosta,,,
24917093,residential,Via 24 Maggio 1915,,,
24917180,unclassified,Via cardinale Cristoforo Madruzzo,,,Via Madruzzo
24917182,unclassified,Via cardinale Cristoforo Madruzzo,,,Via Madruzzo
24917219,unclassified,Via Monsignor Celestino Endrici,,,Via Endrici
24917233,residential,Vicolo al nuoto,,,
24917277,unclassified,Via al Torrione,,,
24917287,pedestrian,Via al Torrione,,,
24917324,pedestrian,Via Don Arcangelo Rizzi,,,
24917338,pedestrian,Vicolo delle Orsoline,,,
24917570,residential,Via San Giovanni,,,
24917615,residential,Via Roma,,,
24917649,residential,Via Roma,,,
24917678,residential,Via Andrea Pozzo,,,
24921838,service,Via Antonio Gramsci,,,
24921869,residential,Via Gino Onestinghel,,,
24921997,residential,Via Paolo Orsi,,,
24922527,unclassified,Piazza Centa,,,
24965637,unclassified,Via dei Castori,,,
24965638,unclassified,Via ai Camilastri,,,
24965639,unclassified,Via Don Leone Serafini,,,
24965640,unclassified,Via Sabbionare,,,
24965642,unclassified,Via dei Castori,,,
24965643,unclassified,Via ai Camilastri,,,
24965827,residential,Via di Lanciatesa,,,
24965828,unclassified,Via di Maderno,,,
24965829,unclassified,Via del dos de la polenta,,,
24965830,track,Via del dos de la polenta,,,
24965831,residential,Via del dos de la polenta,,,
24965832,unclassified,Via di Nicodemo,,,
24965833,unclassified,Via di Zél,,,
24965834,track,Via di Nicodemo,,,
24965835,unclassified,Via di Zél,,,
24965947,unclassified,Via di Moià,,,
25033200,unclassified,Via Simone Felice Crosina e Dante Sartori,,,Via Crosina Sartori
25156018,tertiary,Via Borino,,,
25212489,unclassified,Via per Belvedere,,,
25215957,tertiary,Via della Croce,,,
25302315,unclassified,Via dei Rivi,,,
25302471,unclassified,Via dei Valoni,,,
25302473,unclassified,Via dei Valoni,,,
25363681,residential,Rione San Marco,,,
25363716,residential,Rione San Marco,,,
25363717,residential,Rione San Marco,,,
25451299,residential,Strada della Pozzata,,,
25451304,residential,Strada della Pozzata,,,
25451347,unclassified,Via Nedda Falzolgher,,,Via Falzolgher
25451413,tertiary,Via San Pio X,,,
25453154,unclassified,Piazza Giuseppe Menghin,,,
25453155,unclassified,Via Don Leone Serafini,,,
25455750,unclassified,Via Orazio Benevoli,,,
25455754,unclassified,Via Giovanni Pierluigi da Palestrina,,,
25456305,unclassified,Via Carlo Martini,,,Via Martini
25456350,unclassified,Via delle Ghiaie,,,
25456356,residential,Via dei Muredei,,,
25456358,residential,Via dei Muredei,,,
25456365,residential,Via dei Muredei,,,
25456370,residential,Via dei Muredei,,,
25457822,unclassified,Via Berlina,,,
25457854,unclassified,Via della Croce,,,
25457870,unclassified,Via della Croce,,,
25457879,unclassified,Via della Croce,,,
25457905,unclassified,Via della Croce,,,
25457967,unclassified,Via Berlina,,,
25457991,unclassified,Via Berlina,,,
25459180,unclassified,Via Giovanni Oberziner,,,
25464205,residential,Via Giacomo Bresadola,,,
25468151,unclassified,Via Herrsching,,,
25468152,unclassified,Via della Croce,,,
25468379,residential,Via Verruca,,,
25469614,residential,Via Desiderio Reich,,,
25483852,service,Vicolo cardinale Cristoforo Madruzzo,,,Vicolo Madruzzo
25483857,pedestrian,Vicolo cardinale Cristoforo Madruzzo,,,Vicolo Madruzzo
25489509,tertiary,Via Alcide Degasperi,,,Via Degasperi
25489512,tertiary,Via Alcide Degasperi,,,Via Degasperi
25489574,residential,Via Valnigra,,,
25526165,trunk_link,Via Hubert Jedin,,,
25526200,tertiary,Via Roberto da Sanseverino,,,
25526268,tertiary_link,Via Roberto da Sanseverino,,,
25569953,secondary,Via del Ponte,,,
25569954,secondary,Via del Ponte,,,
25572592,unclassified,Via Romano Guardini,,,
25572593,tertiary,Via di Melta,,,
25572594,tertiary,Via di Melta,,,
25572599,unclassified,Via del Pioppeto,,,
25572600,unclassified,Via del Pioppeto,,,
25572601,unclassified,Via 25 Aprile 1945,,,Via 25 Aprile
25572602,tertiary_link,Via Centochiavi,,,
25572603,unclassified,Via Luigi Brugnara,,,
25572605,residential,Via 2 Giugno 1946,,,
25572607,unclassified,Via Antonio Pranzelores,,,
25573318,unclassified,Via Hermann Gmeiner,,,
25573322,residential,Via Montello,,,
25578800,tertiary,Corso Michelangelo Buonarroti,,,
25594791,residential,Via dei Rivi,,,
25594795,unclassified,Via dei Rivi,,,
25594828,unclassified,Via Villa Maria,,,
25595203,unclassified,Via Villa Maria,,,
25597469,unclassified,Via Gabbiolo,,,
25597956,unclassified,Via Redondolo,,,
25607427,unclassified,Via Spré,,,
25608734,residential,Salita Santa Lucia,,,
25609773,unclassified,Via alle Volpare,,,
25609850,unclassified,Via Brenz,,,
25609880,residential,Via Mesiano,,,
25609980,footway,Via Don Tommaso Dallafior,,,Via Dallafior
25609986,residential,Via Sabbioni,,,
25609999,residential,Via Sabbioni,,,
25610006,residential,Via del Senter,,,
25610043,unclassified,Via della Selva,,,
25610051,track,Via della Selva,,,
25610081,residential,Via Celva,,,
25610142,residential,Via Mesiano,,,
25610150,residential,Via Mesiano,,,
25610164,residential,Via Graffiano,,,
25610172,residential,Via alla Val,,,
25610197,residential,Via alla Val,,,
25610204,service,Via alla Val,,,
25610214,residential,Via alla Val,,,
25633749,service,Via Salè,,,
25634049,track,Via delle Tabarelle,,,
25645938,unclassified,Via alle Volpare,,,
25646228,tertiary,strada per Maranza,,,
25646355,residential,Via Borino,,,
25646399,unclassified,Via Brenz,,,
25646435,residential,Via Borino,,,
25646465,unclassified,Via Eremo,,,
25646477,track,Via Eremo,,,
25646524,tertiary,Via Eremo,,,
25646531,unclassified,Via Villa Maria,,,
25659474,tertiary,Via Castel di Pietrapiana,,,
25703371,residential,Via Col di Lana,,,
